"Property Name","Property Code","Units","S8 Units","Portfolio Mgr","Regional VP","Regional CM","Contract Type","Last Renewal","Contract Exp","Contract Admin","Next UA Baseline","Paperwork Rec","Sent to HUD/CA","Conf by CA","Date to Order RCS","Due to HUD","Rent Increase","Increase Type","Notes"
"Riverview Bend","90096","94","94","Claire Beatty","","","Option 1","","12/31/2044","Missouri Housing Development Commission","","","","","","09/01/2035","01/01/2036","OCAF",""
"Summit Oaks Apartments","670","50","50","Claire Beatty","","","Option 1","","01/01/2044","Navigate Affordable Housing Partners","","","","","","10/01/2035","01/01/2036","OCAF",""
"Tamarack","90100","100","100","Mike McKee","","","Option 1","","12/31/2046","MSHDA","","","","","","08/01/2035","01/01/2036","RCS",""
"Westminster Village","75483","432","400","Matt Kim","","","Option 5","","12/31/2043","Massachusetts Housing Finance Agency","","","","","","09/01/2035","01/01/2036","OCAF",""
"Hill Country Villas","HCV1","51","51","Tolga Ayberk","","","Option 1","","02/01/2034","HUD","","","","","","08/01/2035","01/01/2036","OCAF",""
"Halcyon House","90067","197","197","Tolga Ayberk","","","Option 1","","01/03/2036","Colorado Housing and Finance Authority","","","","","07/04/2035","09/04/2035","01/04/2036","EXPIRES",""
"Arlington Park","90022","130","130","Matt Kim","","","Option 1","","01/31/2037","Massachusetts Housing Finance Agency","","","","","","09/10/2035","01/10/2036","OCAF",""
"Washington Heights","75925","404","366","Matt Kim","","","Option 5","","01/30/2036","Massachusetts Housing Finance Agency","","","","","07/15/2035","09/15/2035","01/15/2036","EXPIRES",""
"Van Buren Park Apartments","75931","300","299","Matt Kim","","","Option 1","","01/31/2044","National Housing Compliance","","","","","","09/17/2035","01/17/2036","OCAF",""
"Circle Park Apartments","75833","418","239","Claire Beatty","","","Original","","01/31/2041","National Housing Compliance","","","","","08/01/2035","10/01/2035","02/01/2036","RCS",""
"Clifford House","75577","101","100","Mike McKee","","","Option 1","","08/31/2042","Navigate Affordable Housing Partners","","","","","08/01/2035","11/01/2035","02/01/2036","RCS",""
"Fairview Gardens","90059","160","160","Mike McKee","","","Option 1","","01/31/2038","S.C. State Housing Finance and Development Authority","","","","","","10/01/2035","02/01/2036","OCAF",""
"Ferncliff South","4640005","84","84","Claire Beatty","","","Option 2","","01/31/2038","Navigate Affordable Housing Partners","","","","","","10/01/2035","02/01/2036","OCAF",""
"Market Square","75568","76","75","Mike McKee","","","Option 1","","02/03/2041","Navigate Affordable Housing Partners","","","","","08/04/2035","10/04/2035","02/04/2036","RCS",""
"Alpha Towers","90114","165","165","Claire Beatty","","","Option 1","","02/28/2044","Assisted Housing Services Corporation","","","","","","12/01/2035","03/01/2036","OCAF",""
"Country Village","75904","104","104","Matt Kim","","","Option 1","","02/29/2036","National Housing Compliance","","","","","09/01/2035","11/01/2035","03/01/2036","EXPIRES",""
"Towns at River South","90109","161","75","Claire Beatty","","","RAD","","02/28/2043","Richmond Redevelopment and Housing Authority","","","","","","12/01/2035","03/01/2036","OCAF",""
"Armory Plaza","75582","52","52","Claire Beatty","","","Option 1","","03/20/2044","New York State Housing Trust Fund Corporation","","","","","","11/22/2035","03/22/2036","OCAF",""
"Roosevelt Apartments","90020","114","113","Matt Kim","","","Option 3","","03/31/2026","CGI","","","","","","","03/24/2036","EXPIRES",""
"Barnum House","75569","84","83","Mike McKee","","","Option 1","","03/31/2041","Navigate Affordable Housing Partners","","","","","10/01/2035","12/01/2035","04/01/2036","RCS",""
"Bella Vista","79605","100","100","Tolga Ayberk","","","Option 1","","03/31/2041","Southwest Housing Compliance Corporation","","","","","10/01/2035","01/01/2036","04/01/2036","RCS",""
"Chelsea Square Apartments","82113","","","","","","","","","","","","","","","02/01/2036","04/01/2036","OCAF",""
"Mapleview Towers","75567","101","100","Mike McKee","","","Option 1","","03/31/2041","Navigate Affordable Housing Partners","","","","","10/01/2035","12/01/2035","04/01/2036","RCS",""
"Montgomery Gateway","90024","190","189","Elliot Kohanbash","","","Option 1","","03/31/2045","NJHMFA","","","","","","12/01/2035","04/01/2036","OCAF",""
"Montview Heights","90084","50","50","Tolga Ayberk","","","Option 1","","03/31/2040","Colorado Housing and Finance Authority","","","","","","12/01/2035","04/01/2036","OCAF",""
"MORH Housing","75927","126","125","Tolga Ayberk","","","Original","","03/31/2036","CAHI","","","","","10/01/2035","12/01/2035","04/01/2036","EXPIRES",""
"Oak Center","75926","77","77","Tolga Ayberk","","","Option 1","","03/31/2036","CAHI","","","","","10/01/2035","12/01/2035","04/01/2036","EXPIRES",""
"Park Club Apartments","75835","56","55","Mike McKee","","","Option 1","","03/31/2042","Wisconsin Housing & Economic Development Authority","","","","","","01/01/2036","04/01/2036","OCAF",""
"Riverwoods Apartments","79621","125","125","Claire Beatty","","","Option 2","","12/31/2043","CGI","","","","","","12/01/2035","04/01/2036","OCAF",""
"Southern Hills/Orlando","75834","212","212","Claire Beatty","","","Option 1","","03/31/2042","National Housing Compliance","","","","","","12/01/2035","04/01/2036","OCAF",""
"Spring Creek","75828","137","137","Matt Kim","","","Option 1","","03/31/2041","National Housing Compliance","","","","","10/01/2035","12/01/2035","04/01/2036","RCS",""
"St. James Residences","9200045","148","148","Elliot Kohanbash","","","Option 1","","04/01/2045","North Tampa Housing Development Corporation","","","","","","12/01/2035","04/01/2036","OCAF",""
"Malcolm Towers","90044","226","225","Elliot Kohanbash","","","Option 2","","04/30/2040","NJHMFA","","","","","","12/28/2035","04/28/2036","OCAF",""
"Arvada House","79619","88","88","Tolga Ayberk","","","Option 1","","04/30/2043","Colorado Housing and Finance Authority","","","","","","01/01/2036","05/01/2036","OCAF",""
"Crossroads of New Brighton","75947","172","172","Mike McKee","","","Option 1","","04/30/2036","Minn Housing","","","","","11/01/2035","01/01/2036","05/01/2036","EXPIRES",""
"Crossroads of Shoreview","75948","44","44","Mike McKee","","","Option 2","","04/30/2036","Minn Housing","","","","","11/01/2035","01/01/2036","05/01/2036","EXPIRES",""
"Crossroads of Shoreview","75948","44","44","Mike McKee","","","Option 2","","04/30/2036","Minn Housing","","","","","11/01/2035","01/01/2036","05/01/2036","RCS",""
"Darby Townhouses","90056","172","168","Claire Beatty","","","Option 2","","12/31/2032","Pennsylvania Housing Finance Agency","","","","","","02/01/2036","05/01/2036","OCAF",""
"Hacienda Del Rio","90120","146","146","Tolga Ayberk","","","Option 1","","05/01/2044","Arizona Department of Housing","","","","","","01/01/2036","05/01/2036","OCAF",""
"Pineview at Grogran's Mill","79606","300","300","Tolga Ayberk","","","Option 1","","04/30/2041","SWHCC","","","","","11/01/2035","01/01/2036","05/01/2036","RCS",""
"Poplar Grove","90117","130","128","Mike McKee","","","Option 1","","04/30/2044","North Carolina Housing Finance Agency","","","","","","01/01/2036","05/01/2036","OCAF",""
"Ridgewood at Panther Creek","79607","300","300","Tolga Ayberk","","","Option 1","","04/30/2041","SWHCC","","","","","","01/01/2036","05/01/2036","RCS",""
"Shiloh Village","75572","168","168","Tolga Ayberk","","","Option 1","","05/01/2041","SWHCC","","","","","11/01/2035","01/01/2036","05/01/2036","RCS",""
"Shoreline Plaza Apartments","79604","230","187","Mike McKee","","","Option 1","","04/30/2041","Minnesota Housing Finance Agency","","","","","11/01/2035","01/01/2036","05/01/2036","RCS",""
"Sumler Terrace","4640014","126","126","Elliot Kohanbash","","","Option 1","","04/30/2037","Virginia Housing Development Authority","","","","","","01/01/2036","05/01/2036","OCAF",""
"Trees - Willow","90107","63","63","Claire Beatty","","","Option 1","","04/30/2040","Colorado Housing and Finance Authority","","","","","","02/01/2036","05/01/2036","OCAF",""
"Woodman West","90112","197","196","Elliot Kohanbash","","","Option 1","","03/31/2044","Navigate Affordable Housing Partners","","","","","","02/01/2036","05/01/2036","OCAF",""
"Hershey Plaza","75587","216","215","Claire Beatty","","","Option 1","","05/31/2037","Pennsylvania Housing Finance Agency","","","","","","02/28/2036","05/31/2036","OCAF",""
"Bannock Arms","90051","66","66","Tolga Ayberk","","","Option 1","","05/31/2039","Idaho Housing and Finance Association","","","","","","02/01/2036","06/01/2036","OCAF",""
"Branford Manor","75930","442","441","Mike McKee","","","Option 1","","06/01/2037","Navigate Affordable Housing Partners","","","","","","02/01/2036","06/01/2036","OCAF",""
"Country Club Heights","79612","200","120","Claire Beatty","","","RAD","","04/01/2041","Quincy PHA","","","","","12/01/2035","02/01/2036","06/01/2036","EXPIRES",""
"Crossroads of Edina","75946","64","26","Mike McKee","","","Option 2","","05/31/2036","Minn Housing","","","","","12/01/2035","02/01/2036","06/01/2036","EXPIRES",""
"Hopkins Village","79623","165","164","Matt Kim","","","Option 1","","06/01/2045","MDHCD","","","","","","02/01/2036","06/01/2036","OCAF",""
"Lake Worth Towers","90110","195","195","Elliot Kohanbash","","","PBV","","05/09/2043","Palm Beach County Housing Authority","","","","","","03/01/2036","06/01/2036","Request",""
"Oaks on Clark","79602","80","80","Tolga Ayberk","","","Option 2","","05/31/2040","SWHCC","","","","","","02/01/2036","06/01/2036","OCAF",""
"Parkside Houses","90017","180","122","Matt Kim","","","RAD","","05/31/2036","HUD","","","","","12/01/2035","02/01/2036","06/01/2036","EXPIRES",""
"River Trails","79614","220","215","Tolga Ayberk","","","Option 2","","05/31/2042","SWHCC","","","","","","04/01/2036","06/01/2036","OCAF",""
"South Bay Villa","79608","80","80","Tolga Ayberk","","","Option 1","","05/27/2041","LA LOMOD","","","","","12/01/2035","02/01/2036","06/01/2036","RCS",""
"Oceanport Gardens","75563","101","100","Elliot Kohanbash","","","Option 1","","06/27/2039","NJHMFA","","","","","","02/28/2036","06/28/2036","OCAF",""
"Marine Terrace","75922","497","441","Mike McKee","","","Option 1","","06/29/2036","CGI","","","","","12/30/2035","03/01/2036","06/30/2036","EXPIRES",""
"333 Holly","75704","332","139","Tolga Ayberk","","","Option 1","","06/30/2040","SWHCC","","","","","","03/01/2036","07/01/2036","OCAF",""
"Butternut Creek","79617","100","198","Mike McKee","","","Option 2","","06/30/2043","MSHDA","","","","","","03/01/2036","07/01/2036","OCAF",""
"Campbell Terrace","75547","249","249","Claire Beatty","","","Option 1","","06/30/2039","National Housing Compliance","","","","","","03/01/2036","07/01/2036","OCAF",""
"Crossroads of East Ravenswood","75936","124","124","Claire Beatty","","","Option 1","","06/30/2036","National Housing Compliance","","","","","01/01/2036","03/01/2036","07/01/2036","EXPIRES",""
"Greenport","75468","366","364","Elliot Kohanbash","","","Option 1","","01/31/2029","CGI","","","","","","03/01/2036","07/01/2036","RCS",""
"Morningside Court","75573","171","171","Claire Beatty","","","Option 1","","06/30/2041","National Housing Compliance","","","","","01/01/2036","03/01/2036","07/01/2036","RCS",""
"Northgate Village","75542","168","168","Tolga Ayberk","","","Option 1","","06/30/2039","SWHA","","","","","","03/01/2036","07/01/2036","OCAF",""
"Nottingham Towers","90113","165","156","Mike McKee","","","Option 1","","05/31/2044","Navigate Affordable Housing Partners","","","","","","03/01/2036","07/01/2036","OCAF",""
"Shoreview Apartments","79627","156","156","Tolga Ayberk","","","Option 1","","07/01/2044","CAHI","","","","","","03/01/2036","07/01/2036","OCAF",""
"State Street","75929","51","51","Mike McKee","","","Option 5","","06/30/2036","Wisconsin Housing & Economic Development Authority","","","","","","03/01/2036","07/01/2036","EXPIRES",""
"Terrific Tenements","75475","88","88","Elliot Kohanbash","","","Option 1","","07/01/2045","CGI","","","","","","03/01/2036","07/01/2036","OCAF",""
"Terry Manor Apartments","79628","170","170","Tolga Ayberk","","","Option 1","","07/01/2044","LA LOMOD","","","","","","03/01/2036","07/01/2036","OCAF",""
"The Pines","75705","152","152","Tolga Ayberk","","","Option 1","","06/30/2040","SWHCC","","","","","","03/01/2036","07/01/2036","OCAF",""
"Tompkins Terrace","79622","193","61","Claire Beatty","","","PBV","","02/01/2040","City of Beacon Housing Authority","","","","","","03/01/2036","07/01/2036","Request",""
"Trees - Maple","90105","83","83","Claire Beatty","","","Option 1","","06/30/2037","Colorado Housing and Finance Authority","","","","","","04/01/2036","07/01/2036","OCAF",""
"Woodland Hills","79610","125","125","Mike McKee","","","Option 1","","06/30/2041","MSHDA","","","","","01/01/2036","03/01/2036","07/01/2036","RCS",""
"Woodland Towers","75934","104","104","Claire Beatty","","","Option 1","","06/30/2036","National Housing Compliance","","","","","01/01/2036","03/01/2036","07/01/2036","EXPIRES",""
"All Hallows","79624","157","150","Tolga Ayberk","","","Option 1","","01/31/2026","CAHI","","","","","","04/01/2036","08/01/2036","OCAF",""
"Beacon Hill","79618","198","198","Mike McKee","","","Option 1","","07/31/2043","MSHDA","","","","","","06/01/2036","08/01/2036","OCAF",""
"Federation Plaza","90062","124","123","Elliot Kohanbash","","","Option 1","","07/31/2045","CGI","","","","","","04/01/2036","08/01/2036","OCAF",""
"Gates Mills Villa","90064","191","175","Claire Beatty","","","Option 1","","08/01/2044","Assisted Housing Services Corporation","","","","","","05/01/2036","08/01/2036","OCAF",""
"Golden Link Manor","90065","31","31","Tolga Ayberk","","","Option 4","","07/31/2036","Bremerton Housing Authority","","","","","02/01/2036","04/01/2036","08/01/2036","EXPIRES",""
"James Court","90078","50","50","Tolga Ayberk","","","Option 1","","07/31/2040","HUD","","","","","","05/01/2036","08/01/2036","OCAF",""
"La Salle","79626","145","142","Tolga Ayberk","","","Option 1","","01/31/2026","CAHI","","","","","","04/01/2036","08/01/2036","OCAF",""
"Manhattan Plaza","75425","1689","1689","Claire Beatty","","","Option 1","","07/31/2037","HPD","","","","","","04/01/2036","08/01/2036","OCAF",""
"Northpoint","79603","304","304","Claire Beatty","","","Option 1","","07/31/2040","National Housing Compliance","","","","","","04/01/2036","08/01/2036","OCAF",""
"Squire Village","90099","51","50","Tolga Ayberk","","","Option 4","","07/31/2040","Colorado Housing and Finance Authority","","","","","","04/01/2036","08/01/2036","OCAF",""
"Augustana Homes","75499","186","180","Mike McKee","","","Option 1","","06/17/2033","Navigate Affordable Housing Partners","","","","","","06/01/2036","09/01/2036","OCAF",""
"Avon Towers","90049","125","125","Mike McKee","","","Option 1","","08/31/2044","MSHDA","","","","","","05/01/2036","09/01/2036","OCAF",""
"Bayview","79625","146","113","Tolga Ayberk","","","Option 1","","01/31/2026","CAHI","","","","","","05/01/2036","09/01/2036","OCAF",""
"Clarendon Court","75546","152","152","Claire Beatty","","","Option 1","","08/31/2038","National Housing Compliance","","","","","","05/01/2036","09/01/2036","OCAF",""
"Garden House of River Oaks II","75935","145","145","Claire Beatty","","","Option 4","","08/31/2036","HUD","","","","","03/01/2036","05/01/2036","09/01/2036","EXPIRES",""
"Gates Manor","75933","51","51","Claire Beatty","","","Option 1","","08/31/2036","National Housing Compliance","","","","","03/01/2036","05/01/2036","09/01/2036","EXPIRES",""
